TargetID,ProbeID,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,A1,SYMBOL,DEFINITION,GID
ILMN_157926,4132,505.3,564.4,391.1,847.3,721.5,385.2,757.9,589,822.1,364.6,668.3,635.4,447.1,829.4,593.1,644,Aef1,"Drosophila melanogaster Adult enhancer factor 1 CG5683-RB, transcript variant B (Aef1), mRNA.",45549209
ILMN_152717,4133,2470.4,2699.9,1930.3,3092.6,3544.1,2521.1,3001.8,2461.3,3838.6,2411.6,3184.8,2636.7,2679.7,3753.7,2231.5,2697.7,Cka,"Drosophila melanogaster Connector of kinase to AP-1 CG7392-RD, transcript variant D (Cka), mRNA.",24582668
ILMN_141491,4134,815.3,712,552.8,1400.1,1066,902.2,1163,857.9,1023.8,777.5,898.6,1050.1,787.6,991.8,1068.4,936.6,Doc1,"Drosophila melanogaster Dorsocross1 CG5133-RA (Doc1), mRNA.",24661328
ILMN_143745,4136,245.1,355.2,184.8,406.6,344.9,199.5,338.2,239.3,439.9,195.5,348.6,283.1,215,419,236.2,321.6,Su(H),"Drosophila melanogaster Suppressor of Hairless CG3497-RA (Su(H)), mRNA.",24584384
ILMN_142011,4137,68.7,69,70.9,70.1,65.3,53,59.7,57.8,69.1,62.5,52.1,64.4,60.4,57.6,65.2,86.1,Neu3,"Drosophila melanogaster Neu3 CG7649-RA, transcript variant A (Neu3), mRNA.",78707293
ILMN_159476,4144,102.2,154.6,109.3,135.3,145.6,89,157.6,121.5,129.3,99,125.9,121.3,109,138.5,125.2,136.6,G-oalpha47A,"Drosophila melanogaster G protein o 47A CG2204-RG, transcript variant G (G-oalpha47A), mRNA.",45552045
ILMN_154785,4145,69.7,78.9,72.9,73.3,67.2,64.3,61,58,69.8,76.1,62.5,69.7,64.5,64.1,61.5,82.6,Reg-3,"Drosophila melanogaster Rhythmically expressed gene 3 CG2194-RC, transcript variant C (Reg-3), mRNA.",24640762
ILMN_144608,4149,92.6,99.8,77.9,72.2,101.2,63.6,78.1,59.7,119.1,75.8,64.8,72.3,78.2,82.8,66.8,76,unk,"Drosophila melanogaster unkempt CG4620-RB, transcript variant B (unk), mRNA.",28572105
ILMN_153238,4151,1615,2465.2,1269.4,2815.1,2376.6,1550.4,2302.9,1668.5,2632.8,1474.2,2297,1710.1,1279,3091.4,1726.1,2284.5,CG4738,"Drosophila melanogaster CG4738-RA (CG4738), mRNA.",24583645
ILMN_144466,4153,619,642.5,393.4,776,1063.4,566.7,714,403.2,986.1,466.4,656,615.7,650.9,901.3,637.5,558.5,vri,"Drosophila melanogaster vrille CG14029-RA, transcript variant A (vri), mRNA.",19550212
ILMN_139495,4154,461.6,528.5,326,479.9,464.4,386,393.9,427.6,660.4,402.1,557.4,320.6,290.2,471.6,308.1,585.1,sc,"Drosophila melanogaster scute CG3827-RA (sc), mRNA.",19550096
ILMN_147865,4156,4355.2,5392.7,2992.8,4899.2,5083.5,5278.6,3999,4927.8,6089.6,4672.5,4412.6,3501,3362.2,5398,3563.3,5533.1,ImpE3,"Drosophila melanogaster Ecdysone-inducible gene E3 CG2723-RA (ImpE3), mRNA.",24644961
ILMN_150921,4157,403.4,544.2,553,943.8,661,379,840.3,803.8,500.5,455,795.2,631.1,510.5,509.3,732,713.3,fz,"Drosophila melanogaster frizzled CG17697-RB, transcript variant B (fz), mRNA.",24664149
ILMN_159163,4160,468.8,976.6,436.7,631.3,826.4,392.4,848.2,598.7,962.7,517.7,1097.8,498.8,487.4,1105.6,492.8,441.1,Csk,"Drosophila melanogaster C-terminal Src kinase CG17309-RE, transcript variant E (Csk), mRNA.",28573083
ILMN_146750,4161,65.5,67.2,63.5,74.4,61.2,52,56.3,48.6,60.7,71.4,52.5,62.6,52.5,55.6,53.1,71.8,CG14509,"Drosophila melanogaster CG14509-RA (CG14509), mRNA.",28572027
ILMN_154977,4165,356.6,275.8,222.8,446,422.2,173.5,420.2,218.9,510.7,199.7,252.8,318,272,263.4,359.2,269.9,Dp,"Drosophila melanogaster DP transcription factor CG4654-RA, transcript variant A (Dp), mRNA.",24653309
ILMN_148571,4166,2502.1,3042.6,1955.2,3627,3487.9,2615.3,3090.5,2451.9,3736,2320,3249.9,2364.4,2268,3553,2407.1,3005.4,poly,"Drosophila melanogaster poly CG9829-RA (poly), mRNA.",24646529
ILMN_158166,4176,405.5,440.5,312,566.1,630.7,350.9,503.4,427.6,632.1,344.4,459.1,405.1,385.7,512.3,415.7,450.6,Su(var)2-10,"Drosophila melanogaster Suppressor of variegation 2-10 CG8068-RA, transcript variant A (Su(var)2-10), mRNA.",22026790
ILMN_142412,4177,683.9,871.3,573,1041.6,886.7,591.8,1008,832,976.1,582.9,921.3,776.4,602.1,989.2,789.3,1000.9,Su(z)2,"Drosophila melanogaster Suppressor of zeste 2 CG3905-RA (Su(z)2), mRNA.",24653252
ILMN_156240,4178,221.2,256.4,151.2,256,313.1,225.3,194,171.5,262.3,284.3,203.4,165.2,193.5,228.4,181.9,228.6,sty,"Drosophila melanogaster sprouty CG1921-RB, transcript variant B (sty), mRNA.",24656838
ILMN_150140,4180,2020,3255.2,1851.4,3745.9,3671.7,2501.4,2998.9,2224.2,3684.2,1963.6,3131.4,2385.1,1983.3,4860.9,2242.7,3372.1,sas,"Drosophila melanogaster stranded at second CG2507-RB, transcript variant B (sas), mRNA.",24644767
ILMN_159112,4185,1278.3,1618.5,1178.7,2276.7,1946.6,1662.2,2060.3,1563,2142.8,1286.2,1943.2,1397,1320.7,2187.8,1658.3,1812.5,CG14434,"Drosophila melanogaster CG14434-RA (CG14434), mRNA.",24640250
ILMN_154734,4186,732.7,773.2,496.7,972.2,894.7,529.7,938.3,746,1157.9,536.3,801.8,859.3,755.8,786.7,773.5,688.6,Sir2,"Drosophila melanogaster Sir2 CG5216-RA (Sir2), mRNA.",24584015
ILMN_147138,4188,56.6,58.5,61.7,59.7,58.1,52,57.6,47.6,57.8,63.2,51.5,59.6,55.1,47.9,46.5,68.9,stet,"Drosophila melanogaster stem cell tumor CG33166-RA, transcript variant A (stet), mRNA.",28575001
ILMN_145174,4189,334,485.1,107.8,102.9,520.8,462.7,129.9,107.7,462.8,446.2,145.8,94.1,354.1,486.9,106.6,112.6,hay,"Drosophila melanogaster haywire CG8019-RA (hay), mRNA.",24662246
ILMN_143938,4190,199.2,175.9,184.9,337,231.4,160.3,293.6,199,298.8,156.4,257.5,277.2,182.5,224.8,235.5,254.9,CG11755,"Drosophila melanogaster CG11755-RA (CG11755), mRNA.",24645124
ILMN_144747,4197,707.4,810.1,591.4,1200.8,987.9,601.7,998.7,819.8,1112.9,548.9,1110.6,823.9,578.3,952.3,734,1103.7,salm,"Drosophila melanogaster spalt major CG6464-RA (salm), mRNA.",45550964
ILMN_146540,4198,65.1,58.7,58.6,61.3,58.5,55.9,48.8,48.9,62,57.8,49.3,56,51.9,53.7,52,65,Wnt10,"Drosophila melanogaster Wnt10 CG4971-RA (Wnt10), mRNA.",24582479
ILMN_152798,4200,735.5,876.3,545.6,1207.2,1030.3,612.3,959.4,750.3,1175.2,675.2,859.2,719.3,674.3,943.7,816.7,763.5,Spt-I,"Drosophila melanogaster Serine palmitoyltransferase subunit I CG4016-RC, transcript variant C (Spt-I), mRNA.",28573408
ILMN_147181,4204,451.9,590.5,433.3,959,921,759.7,872.6,385.2,625.6,538.2,702.6,648.5,617.8,875.9,804.9,504.6,CG1869,"Drosophila melanogaster CG1869-RA (CG1869), mRNA.",24656433
ILMN_153676,4205,469.3,452.6,380.2,680.8,543.1,406.8,602.4,477.1,600.3,379.8,622.6,506.7,370.9,526.4,489.1,573.1,Mpk2,"Drosophila melanogaster Mpk2 CG5475-RB, transcript variant B (Mpk2), mRNA.",28572076
ILMN_143428,4206,339.6,491.5,338.1,567.6,419.1,286.4,444.6,405.8,489.5,433.5,573.5,400.1,322.5,503.9,352.4,542.9,LpR1,"Drosophila melanogaster LpR1 CG31094-PA, isoform A (LpR1) mRNA, complete cds.",45551975
ILMN_152809,4207,92.1,85.9,77.7,79.6,76.3,72.3,71.9,68.8,83.7,85.7,71.3,80.6,76.6,69.4,76.9,110.6,ato,"Drosophila melanogaster atonal CG7508-RA (ato), mRNA.",24645006
ILMN_142603,4208,60.7,63.2,64.8,69.6,67.8,59.1,64.9,52.4,67.4,67.2,57.7,59.4,58.2,59.6,50.3,78.8,Cby,"Drosophila melanogaster Chibby CG13415-RA (Cby), mRNA.",85815854
ILMN_156649,4209,4572.4,5383.3,4303.4,7461.8,6799.2,6210.9,6328.6,6306.4,6993.6,5361.2,6905.4,5254.7,5014.4,6689.2,5708,6304.8,CG8258,"Drosophila melanogaster CG8258-RA (CG8258), mRNA.",24651908
ILMN_158248,4211,922.6,1049.1,628.8,1306.2,1146.9,507.1,1125.8,792.1,1511.2,586.3,808.8,867.5,726.9,1014.2,1013,842.2,MAPk-Ak2,"Drosophila melanogaster MAP kinase activated protein-kinase-2 CG3086-RB, transcript variant B (MAPk-Ak2), mRNA.",28571434
ILMN_157801,4214,1081.8,1016.2,1052.2,1696.5,1669.3,1312.2,1543.2,1547,1631.9,1025.8,1635.7,1214.8,1099.5,1671.3,1207.5,1644.6,eIF6,"Drosophila melanogaster eIF6 CG17611-RA (eIF6), mRNA.",24762411
ILMN_147590,4215,2176.4,1791.6,1334.3,1577.4,2375.9,2107.8,1481.5,2109.5,3029.9,2290.2,2454,1406.4,1952.9,2172.5,1380.6,1644.6,CG8502,"Drosophila melanogaster CG8502-RC, transcript variant C (CG8502), mRNA.",28573382
ILMN_143964,4216,420.9,404.6,321.4,614,498.1,367.7,570.3,379.5,495.3,345,472.6,445.1,379.7,453.2,507.9,475.8,pnr,"Drosophila melanogaster pannier CG3978-RB, transcript variant B (pnr), mRNA.",28571744
ILMN_139811,4217,4677.8,7027.8,3950.8,8151.5,6793.3,5133.2,6674,5918.3,7192.9,4461,6490.4,5050.6,4137.8,7621.8,5136.9,7076.4,OstStt3,"Drosophila melanogaster Oligosaccharyl transferase 3 CG7748-RA (OstStt3), mRNA.",24649913
ILMN_156014,4219,691.5,824.1,523,857.6,1001.8,794.6,895.2,686.7,1056.8,642.3,978.7,589.3,631.8,990.6,615.2,734.9,CG15618,"Drosophila melanogaster CG15618-RA (CG15618), mRNA.",24643412
ILMN_148250,4222,291.7,363.4,303.4,1158.5,493,349.1,742,479.7,395.6,264.3,495.2,713.9,321.7,610.8,646.5,691.1,Act57B,"Drosophila melanogaster Actin 57B CG10067-RA, transcript variant A (Act57B), mRNA.",28573581
ILMN_158562,4223,871,1429.5,983.7,1894.4,1360.2,1020.5,1489.7,1376.8,1157.1,1046.9,1580,1116.1,897.4,1493.7,1224,1745.9,Syx1A,"Drosophila melanogaster Syntaxin 1A CG31136-RA (Syx1A), mRNA.",45549228
ILMN_140599,4224,170.1,205.5,151.5,244.3,224,142.1,201.8,157.9,230.7,170.7,179.9,157.1,162.6,198.7,169,187.6,Pi3K59F,"Drosophila melanogaster Phosphotidylinositol 3 kinase 59F CG5373-RA (Pi3K59F), mRNA.",24762325
ILMN_156674,4225,61.9,71.3,66.3,55.5,60.6,63.3,54.1,52.8,62.4,64.9,53.4,58.8,48.3,57.4,56.3,70,Ca-alpha1D,"Drosophila melanogaster Ca2+-channel protein 1 subunit D CG4894-RD, transcript variant D (Ca-alpha1D), mRNA.",24584553
ILMN_158220,4227,174.3,207.5,127.3,193.9,271.2,115,270.8,166.5,384.2,137.4,281.8,197.3,164.3,268,178.7,123.3,Scm,"Drosophila melanogaster Sex comb on midleg CG9495-RA (Scm), mRNA.",24645445
ILMN_144900,4228,378.9,495.2,259.3,210.1,349.4,255.8,200.7,450.6,470.7,424.3,467.4,164.8,254.7,315.1,180.5,468.6,al,"Drosophila melanogaster aristaless CG3935-RA (al), mRNA.",24580628
ILMN_142222,4230,71.2,87.4,85.5,83.5,76,60,75.3,73.5,82.3,75.2,65,77.4,77.8,68,74,106.8,fus,"Drosophila melanogaster fusilli CG8205-RC, transcript variant C (fus), mRNA.",24653900
ILMN_147158,4234,385.5,372.1,196.7,363.6,416.4,293.3,287.7,238.3,541.5,302.9,271.4,251.7,266,371.8,235.7,338.9,edl,"Drosophila melanogaster ETS-domain lacking CG15085-RA (edl), mRNA.",22024013
ILMN_148324,4238,567.9,672.4,542.2,988.1,781.8,473.1,856.6,696.5,794.8,516.5,778.4,678.7,531.1,625.8,721.9,825.9,cact,"Drosophila melanogaster cactus CG5848-RC, transcript variant C (cact), mRNA.",24584590
ILMN_155381,4239,209.1,230,188.9,331.2,334,237.4,290.1,263.5,274.8,213,280.1,249.7,233,297.2,260,270.7,twi,"Drosophila melanogaster twist CG2956-RB, transcript variant B (twi), mRNA.",85725061
ILMN_155151,4247,144.1,138.4,120.2,163.1,170,66.9,150.1,125,182.6,84.3,94,144.6,124.2,118.6,140,139.8,CG5004,"Drosophila melanogaster CG5004-RA (CG5004), mRNA.",24642720
ILMN_153206,4248,4628.1,4935.9,3678.5,6099.3,5691.9,4181.4,5894,4786.6,7131.4,3939.5,5547.4,4953.9,4239,5232.8,5262,3909.7,eRF1,"Drosophila melanogaster eukaryotic release factor 1 CG5605-RG, transcript variant G (eRF1), mRNA.",28574631
ILMN_153545,4250,319.3,452.7,322.7,565.9,588.4,315.8,627.1,424.5,604,278.9,600.1,455.6,340.1,680.7,441.2,387.3,Hs6st,"Drosophila melanogaster Heparan sulfate 6-O-sulfotransferase CG4451-RA (Hs6st), mRNA.",24648307
ILMN_153359,4251,1161.4,1556.4,848.2,1595.8,1723,998.1,1470.3,1129.1,1876.5,973.6,1580.9,1041,948.7,1625.6,1112.8,1221.1,stck,"Drosophila melanogaster steamer duck CG7954-RC, transcript variant C (stck), mRNA.",24645057
ILMN_150957,4254,5832,9123.9,5908.1,9715.1,9690.3,8044.2,7919.1,7797.9,7856,7496.7,9124.3,6503.5,6757.6,9844.8,7368.1,7444.2,brat,"Drosophila melanogaster brain tumor CG10719-RB, transcript variant B (brat), mRNA.",19549883
ILMN_141513,4255,494.8,648.9,451.9,271,446.7,276.4,270.5,644.6,710.3,515.4,620.3,211.6,318.3,342.7,239.4,619.4,Dll,"Drosophila melanogaster Distal-less CG3629-RB, transcript variant B (Dll), mRNA.",24762748
ILMN_147469,4260,271.5,268.2,213.3,409.1,332.1,177.2,353.7,273.8,387.3,207.4,294.6,291.2,226.5,250.3,310,338.8,botv,"Drosophila melanogaster brother of tout-velu CG15110-RA (botv), mRNA.",22024017
ILMN_146018,4261,148.9,194,129.1,161.1,205.1,99.4,232.1,156.8,271,122,317.1,166.3,159.1,285.3,140.3,157,Gug,"Drosophila melanogaster Grunge CG6964-RD, transcript variant D (Gug), mRNA.",45552994
ILMN_144717,4262,65,60.1,63.3,60.5,58.6,58.3,57.5,47.8,60,56.4,46.9,54,51.1,51.5,57.4,68.2,CG17075,"Drosophila melanogaster CG17075-RA (CG17075), mRNA.",24580596
ILMN_145527,4265,52.1,60.7,55.8,51.2,54.3,46.5,50.5,48.6,53.4,51.3,44.2,51.8,45.1,44.9,49,63.3,Ext2,"Drosophila melanogaster CG8433-RA, transcript variant A (Ext2), mRNA.",78709114
ILMN_156840,4268,115.5,111.2,88.1,101,112.2,86.4,102.5,87.3,122,104,88.5,93.1,90.4,100.3,104.5,119.8,CG16971,"Drosophila melanogaster CG16971-RB, transcript variant B (CG16971), mRNA.",28574231
ILMN_156218,4270,2488.9,4388,2474.8,4289.1,3915.5,3115.9,3534.4,3167.6,3444.3,2720.6,3838.5,3016.9,2559.4,5604,2812.2,4383.1,pr-set7,"Drosophila melanogaster pr-set7 CG3307-RC, transcript variant C (pr-set7), mRNA.",24646809
ILMN_139780,4271,267.9,313.9,229.5,436.5,355.5,232.7,361.4,239.8,402.8,208.7,343.3,320.1,224.2,368.1,278.1,353.3,bs,"Drosophila melanogaster blistered CG3411-RA (bs), mRNA.",24762605
ILMN_157686,4276,70,71.9,69.8,67.4,72.7,53.1,64.9,60.8,65.7,60.4,61.2,65.4,64.6,62.5,58.2,84.5,Ilp6,"Drosophila melanogaster Ilp6 CG14049-RA (Ilp6), mRNA.",24639332
ILMN_151492,4278,63.5,70.7,64.2,61.8,57.3,51.8,58.6,50.8,60.7,61.5,50.4,56.1,57.7,55.2,54.2,74.6,Pkc53E,"Drosophila melanogaster Protein C kinase 53E CG6622-RA, transcript variant A (Pkc53E), mRNA.",19549645
ILMN_154919,4279,2041.9,2077.2,1250.2,2344.1,2605,2115.8,2046.2,1637.3,3044.9,1747.8,2126.2,1726.4,1806.4,2588,1774.5,2010.7,CG10933,"Drosophila melanogaster CG10933-RA (CG10933), mRNA.",24654545
ILMN_143808,4283,4072.3,3656.5,3346.6,5514.9,4390,3186.2,4884,4120.7,4663.8,3447.1,5391.3,4137.7,3420.3,4003.5,4570.5,4794.3,mbl,"Drosophila melanogaster muscleblind CG33197-RA, transcript variant A (mbl), mRNA.",28573501
ILMN_154220,4287,2008.9,1973.7,1364.4,2845.9,2808,2076.2,2378.1,1986.7,3040.8,1780.1,2328.6,1964.3,1750.7,2658.3,2048.6,2325.7,brm,"Drosophila melanogaster brahma CG5942-RD, transcript variant D (brm), mRNA.",24664906
ILMN_149574,4290,79.5,93.2,80.3,80,89.1,73.4,87.7,70.1,86.3,82.1,74.8,81.3,67.4,74.2,72.2,95.8,Mnn1,"Drosophila melanogaster Menin 1 CG13778-RB, transcript variant B (Mnn1), mRNA.",24582433
ILMN_156004,4292,6475.5,5887.9,4321.7,7736.5,8415.4,4751.9,7457.4,5997.5,9350,4273.2,6346.4,5812.4,5903.2,6818.4,5606.4,5555.5,Hsp83,"Drosophila melanogaster Heat shock protein 83 CG1242-RA (Hsp83), mRNA.",24656565
ILMN_158759,4295,1275.7,1224.6,844.7,1406.4,1672,1490.5,1262,1102.5,1737.4,1059.6,1479.2,1258.7,1133.9,1623.5,1026.5,1328.7,Chi,"Drosophila melanogaster Chip CG3924-RB, transcript variant B (Chi), mRNA.",24762510
ILMN_140432,4297,559.5,513.3,193.3,355.5,566.4,154.6,340.1,267.8,1041.1,256.2,238.8,253.6,355.1,412.2,283.9,248.1,CG40190,"Drosophila melanogaster CG40190-PA (CG40190), mRNA.",62862045
ILMN_145677,4300,893.5,1122.1,691.8,1548.6,1263.5,608.8,1198.6,952.9,1571,568.8,1043.8,984.8,719.9,1219.6,950.1,1251.3,lgs,"Drosophila melanogaster legless CG2041-RA (lgs), mRNA.",24638610
ILMN_148883,4301,1421.3,2545.5,1289.7,3262.5,2123,1190.5,2504.7,1795.6,2668,1075.8,2566.1,1887.4,1150.4,2923.4,1811,2870.9,Rac1,"Drosophila melanogaster Rac1 CG2248-RA (Rac1), mRNA.",24655089
ILMN_154572,4302,77.3,77.7,80,92.9,76.4,67.1,71.3,68.5,74.7,72.7,73.8,78.3,63.2,72.8,64.4,103.5,Tig,"Drosophila melanogaster Tiggrin CG11527-RA (Tig), mRNA.",24582215
ILMN_150210,4303,494.8,444.4,296.3,488.3,696.5,528.3,460,380.9,686,437.7,494.6,380.2,496.4,522.6,420.6,419.4,rad50,"Drosophila melanogaster rad50 CG6339-RA (rad50), mRNA.",24658109
ILMN_142293,4304,248.1,382.2,200.3,422.3,346.6,128,356.2,235.6,419.5,186.1,286.7,283.1,216.5,324.2,277.1,314.2,pygo,"Drosophila melanogaster pygopus CG11518-RA (pygo), mRNA.",24651661
ILMN_148296,4305,307.9,355.6,199.5,343.6,396.9,337.7,329.9,270.3,475.1,334.6,302.9,245.6,295.5,392.9,288.5,288.1,CG11474,"Drosophila melanogaster CG11474-RB, transcript variant B (CG11474), mRNA.",24657555
ILMN_154434,4307,467,664.5,341.7,619.1,580.2,438.7,504.1,462.5,629.4,432.7,563.3,323.5,296.9,520.4,357.2,622.4,Sac1,"Drosophila melanogaster Sac1 CG9128-RA (Sac1), mRNA.",24655048
ILMN_154580,4312,132.8,135.3,103.3,130.7,187,117.7,126.4,135.9,196.4,133.7,148.8,86.9,115.9,136,97.2,134.4,fz3,"Drosophila melanogaster frizzled 3 CG16785-RA (fz3), mRNA.",24638965
ILMN_148207,4317,276.9,272.3,196,392.9,340.8,255.7,294.4,240.6,374.5,299.9,290.3,262.9,263.6,287.9,280.5,274.5,wfs1,"Drosophila melanogaster wolfram syndrome 1 CG4917-RA, transcript variant A (wfs1), mRNA.",24649104
ILMN_147860,4325,1027,984.2,766.6,1662,1373.2,939.9,1391.4,1025,1644.1,868.8,1237,1152.2,907.9,1212.7,1122.9,1160.4,Dref,"Drosophila melanogaster DNA replication-related element factor CG5838-RA (Dref), mRNA.",85726225
ILMN_158092,4334,1774.2,1812.8,1278.6,2296.3,2270.4,1760.4,1733.6,1800.8,2359.2,1502.7,2025.4,1454.2,1429.9,2141.3,1521.1,2283.4,shf,"Drosophila melanogaster shifted CG3135-RA (shf), mRNA.",24640216
ILMN_155270,4823,130.6,114.4,107.7,145.7,136.1,97.7,120.3,114.7,160.9,105.2,120.7,115.5,104.7,112.4,111.9,153.3,CG9812,"Drosophila melanogaster CG9812-RC, transcript variant C (CG9812), mRNA.",24659440
ILMN_140841,4824,85.2,78.1,76.6,86.1,88.5,61.8,86.9,77.2,84.8,71.1,71.9,84.5,72.2,62.9,79.6,91.3,cv-2,"Drosophila melanogaster crossveinless 2 CG15671-RA (cv-2), mRNA.",24656993
ILMN_147400,4826,568,895.3,441.6,1169.2,788.1,494.1,805.8,624.3,1009.7,523.8,793.6,676.3,446.1,1190.5,643.5,922.7,CG8578,"Drosophila melanogaster CG8578-RA (CG8578), mRNA.",24642316
ILMN_153005,4843,2176.8,1811,1210.6,1959.5,2394.2,1548.7,1789.6,1773.9,3027,1585.3,1863.4,1505.5,1741.9,1946.7,1575.9,2012.2,CG30069,"Drosophila melanogaster CG30069-RA (CG30069), mRNA.",56295633
ILMN_149066,4848,337.9,337.4,258.7,468.1,513.6,351.7,394.4,295.2,510.5,336.2,351.8,333.7,356.2,404.2,374.1,301.3,Caf1-105,"Drosophila melanogaster Caf1-105 CG12892-RA (Caf1-105), mRNA.",24652457
ILMN_150166,4850,3752.7,4388.3,4072.7,6177.8,5892.8,4293.2,5729.3,4751.3,5872.3,3761.8,5374.9,4575.8,3997.6,5350.4,4290.4,5329,FK506-bp1,"Drosophila melanogaster FK506-binding protein 1 CG6226-RA (FK506-bp1), mRNA.",24647109
ILMN_157137,4857,89.4,100.9,73.3,64.5,98.4,82.9,58.8,67,95.7,89.7,63.8,60.9,91.9,105.7,59.7,98.1,CG9522,"Drosophila melanogaster CG9522-RA (CG9522), mRNA.",24642036
ILMN_149915,4870,83,83.5,71,73.9,77,65.4,67.1,61.7,85.1,75.6,70.3,59.9,76.4,64.7,56.3,85.1,CG10962,"Drosophila melanogaster CG10962-RB, transcript variant B (CG10962), mRNA.",28571386
ILMN_148080,4872,499.8,498.6,329.5,677.5,547.5,237.7,576.7,573.2,808,252.2,398.8,504.4,349.9,511.9,516.9,685.9,Mmp2,"Drosophila melanogaster Matrix metalloproteinase 2 CG1794-RB, transcript variant B (Mmp2), mRNA.",45552530
ILMN_139673,4874,64.1,83,74.9,69.7,73.5,69.4,61.4,60.1,68,84.4,65.7,57.2,60.8,61.1,61.4,84,Idgf5,"Drosophila melanogaster Imaginal disc growth factor 5 CG5154-RA (Idgf5), mRNA.",24654961
ILMN_154817,4876,241,369.5,209.2,297.7,204,185.6,249.8,314.4,288.2,309.2,369,206.2,204.9,248.6,204,329.6,rho,"Drosophila melanogaster rhomboid CG1004-RA (rho), mRNA.",24655196
ILMN_155493,4880,178.3,167,114.7,164,154.6,91.1,134.1,111.8,202.7,146,112,122.3,127.7,124.5,128.1,178.1,Mkp3,"Drosophila melanogaster Mitogen-activated protein kinase phosphatase 3 CG14080-RB, transcript variant B (Mkp3), mRNA.",24666599
ILMN_146569,4881,167.2,153.2,257.3,415.7,198.5,170.1,388.8,237.3,234.4,151.3,357.9,318.9,148.4,207.5,318.6,312.5,amd,"Drosophila melanogaster methyl dopa-resistant CG10501-RB, transcript variant B (amd), mRNA.",24585134
ILMN_152309,4885,60.1,60.8,62.9,59.8,57.8,53.5,56.1,46.8,57.9,64.2,46.9,56.9,58.5,56.5,58,66.2,CG18231,"Drosophila melanogaster CG18231-RA (CG18231), mRNA.",24666345
ILMN_147128,4893,96.4,131.5,128.6,164.2,111.5,104.5,151.1,145.4,96.4,117.4,159.9,137.8,101,119.7,140.7,182.4,hep,"Drosophila melanogaster hemipterous CG4353-RA, transcript variant A (hep), mRNA.",24641661
ILMN_149453,4896,577.2,564.7,511.5,851.8,927.7,618.2,828.2,739,940.9,535.8,805.4,626.5,601.5,833.5,639.4,819.3,Dsor1,"Drosophila melanogaster Downstream of raf1 CG15793-RA (Dsor1), mRNA.",24640789
ILMN_153282,4900,1381.7,1929.7,1287.2,2068.7,1835.3,1225,2107.3,1755,1945.4,1487.8,2375.3,1569.1,1174.8,2054.8,1489.9,1812,Rox8,"Drosophila melanogaster Rox8 CG5422-RD, transcript variant D (Rox8), mRNA.",24649518
ILMN_156827,4902,8197,7924.7,6735,10831.1,11901.2,8278,9638.7,8273.8,11677,7483.9,9460.8,8569.3,9272.6,9630.7,8655.4,8392,CG17278,"Drosophila melanogaster CG17278-RA (CG17278), mRNA.",24648593
ILMN_158277,4908,295.8,328.3,283.5,449.1,380.2,323.8,564.6,395,485.8,229.6,576,436.8,291.8,454.9,393.4,319.8,CG9924,"Drosophila melanogaster CG9924-RC, transcript variant C (CG9924), mRNA.",24646728
ILMN_155698,4919,1282.6,1394.2,780.2,1564,1565.8,933.1,1462.5,1072.1,1996.5,945.4,1312,1114.4,1153.5,1416.4,1310.1,1087.5,disp,"Drosophila melanogaster dispatched CG2019-RA (disp), mRNA.",24644455
ILMN_159406,4928,16562.1,16642.5,15644.2,20864.1,22871.3,16835.7,20408.4,18344.1,24117.9,13932.7,21496.1,18591.1,17192.8,20072.9,18407.8,14228.2,RpL15,"Drosophila melanogaster CG17420-PB.3 (CG17420), mRNA.",62862017
ILMN_155995,4931,134,134.2,112.2,156.8,168.7,120,120.1,117.6,173.9,122.3,127.9,117.6,132.7,144,113.9,164.4,btl,"Drosophila melanogaster breathless CG32134-RB, transcript variant B (btl), mRNA.",62472171
ILMN_140878,4934,363.2,475.9,447,836.4,613.5,526.5,642.7,418.9,465.6,381.3,686.7,605.9,449.9,670.5,563,517,Cg25C,"Drosophila melanogaster Collagen type IV CG4145-RC, transcript variant C (Cg25C), mRNA.",24581823
ILMN_156934,4939,67.1,72.2,61.8,56.9,75.9,48.6,58.4,49.2,64.1,66,55.2,59.4,52.3,58,65,84.1,Scr,"Drosophila melanogaster Sex combs reduced CG1030-RB, transcript variant B (Scr), mRNA.",45553276
ILMN_156212,4942,1208.1,1840.7,999.8,2888.4,2161.2,1076.8,2591.2,1393.2,2722.1,805.1,1798.1,2155.8,1114,3172.5,1691.6,1841.7,exd,"Drosophila melanogaster extradenticle CG8933-RC, transcript variant C (exd), mRNA.",24642378
ILMN_156871,4944,946.6,1508.7,690.4,1553.1,1213.7,861.6,1301.2,983.8,1485.5,1015,1392.1,982.2,700.7,1496.9,921.3,1258.8,kni,"Drosophila melanogaster knirps CG4717-RA (kni), mRNA.",24667634
ILMN_145309,4947,87.3,110.9,97.3,159.5,82.9,71.8,115.5,121.7,92.7,97.9,130.2,118.9,82.3,93.7,106.5,178.5,how,"Drosophila melanogaster held out wings CG10293-RB, transcript variant B (how), mRNA.",24648897
ILMN_145139,4950,1713.5,2498.8,1428.3,3431,2335.2,1247.3,2805.2,1610.9,2978.8,1249.8,2597.7,2361.3,1285.5,2916.1,1914.9,2272.5,Crk,"Drosophila melanogaster Crk CG1587-RB, transcript variant B (Crk), mRNA.",24638564
