GENE_NAME,GENE_SYMBOL,FLYBASE_PRIMARY,spot
CG10741,CG10741,FBgn0036373,12986
Barcode Element,,,12987
CG12532,Bap,FBgn0010380,12988
CG7533,chrb,FBgn0036165,12989
CG1583,CG1583,FBgn0030013,12990
CG6751,CG6751,FBgn0033562,12991
CG6744,CG6744,FBgn0037901,12992
CG1470,Gyc&bgr;100B,FBgn0013973,12993
CG1474,Es2,FBgn0023506,12994
Barcode Element,,,12995
CG15506,CG15506,FBgn0039686,12996
CG15400,CG15400,FBgn0031463,12997
CG14905,CG14905,FBgn0038452,12998
CG16740,Rh2,FBgn0003248,12999
CG14940,Pde1c,FBgn0032379,13000
CG6008,NP15.6,FBgn0027785,13001
CG7406,CG7406,FBgn0030980,13002
Barcode Element,,,13003
null,Amplicon Hits Multiple Gene Regions,,13004
CG4480,CG4480,FBgn0032553,13005
CG30161,CG30161,FBgn0050161,13006
CG1513,CG1513,FBgn0033463,13007
CG3153,CG3153,FBgn0038198,13008
CG7091,CG7091,FBgn0038099,13009
CG4969,Wnt6,FBgn0031902,13010
CG17333,CG17333,FBgn0030239,13011
CG4789,CG4789,FBgn0030792,13012
CG1796,CG1796,FBgn0030365,13013
CG32434,loner,FBgn0052434,13014
CG10362,CG10362,FBgn0030358,13015
CG4798,l(2)k01209,FBgn0022029,13016
CG8097,CG8097,FBgn0030660,13017
CG4000,CG4000,FBgn0038820,13018
CG11581,CG11581,FBgn0030540,13019
CG1134,CG1134,FBgn0035483,13020
CG17322,CG17322,FBgn0027070,13021
CG10426,CG10426,FBgn0036273,13022
CG2604,CG2604,FBgn0037298,13023
CG3328,CG3328,FBgn0034985,13024
CG2712,CG2712,FBgn0024975,13025
CG13078,CG13078,FBgn0032809,13026
CG6401,CG6401,FBgn0034270,13027
CG11739,CG11739,FBgn0037239,13028
CG8206,CG8206,FBgn0030679,13029
CG5660,CG5660,FBgn0035942,13030
CG4884,CG4884,FBgn0039565,13031
CG17047,CG17047,FBgn0033827,13032
CG13671,CG13671,FBgn0035867,13033
null,-,,13034
CG15395,CG15395,FBgn0031440,13035
CG13189,CG13189,FBgn0033665,13036
CG14932,CG14932,FBgn0032375,13037
CG14936,Tsp33B,FBgn0032376,13038
CG5424,f,FBgn0000630,13039
CG5194,CG5194,FBgn0035955,13040
CG17648,CG17648,FBgn0031364,13041
CG17375,CG17375,FBgn0031861,13042
CG18559,Cyp309a2,FBgn0041337,13043
CG12025,CG12025,FBgn0035285,13044
CG12863,CG12863,FBgn0033948,13045
CG12170,CG12170,FBgn0037356,13046
CG7993,CG7993,FBgn0038585,13047
CG6055,CG6055,FBgn0031918,13048
CG10124,CG10124,FBgn0035709,13049
CG6879,CG6879,FBgn0039222,13050
CG6821,Lsp1&ggr;,FBgn0002564,13051
CG32684,&agr;-Man-I,FBgn0010338,13052
CG12950,CG12950,FBgn0037736,13053
CG17533,GstE8,FBgn0063492,13054
CG6907,CG6907,FBgn0031711,13055
CG4029,jumu,FBgn0015396,13056
null,Amplicon Hits Multiple Gene Regions,,13057
CG4395,CG4395,FBgn0030437,13058
CG32743,Smg1,FBgn0052743,13059
CG7099,CG7099,FBgn0032517,13060
CG4336,rux,FBgn0003302,13061
CG2116,CG2116,FBgn0030003,13062
CG3808,CG3808,FBgn0036838,13063
CG12239,CG12239,FBgn0029810,13064
CG7200,CG7200,FBgn0032671,13065
CG7729,CG7729,FBgn0036688,13066
CG6524,Cp19,FBgn0000358,13067
CG10799,CG10799,FBgn0033821,13068
CG8114,pbl,FBgn0003041,13069
CG6697,CG6697,FBgn0027526,13070
CG18285,igl,FBgn0013467,13071
CG4088,lat,FBgn0005654,13072
CG9692,CG9692,FBgn0036654,13073
CG6181,CG6181,FBgn0032340,13074
CG6182,CG6182,FBgn0039158,13075
CG14459,CG14459,FBgn0037171,13076
CG2559,Lsp1&agr;,FBgn0002562,13077
CG11085,CG11085,FBgn0030408,13078
CG18171,CG18171,FBgn0035262,13079
CG2371,CG2371,FBgn0030323,13080
CG15398,CG15398,FBgn0031446,13081
CG5080,CG5080,FBgn0031313,13082
CG7760,cato,FBgn0024249,13083
CG2976,CG2976,FBgn0031633,13084
CG32092,CG32092,FBgn0052092,13085
CG5954,l(3)mbt,FBgn0002441,13086
CG12602,CG12602,FBgn0032373,13087
CG13659,CG13659,FBgn0039319,13088
CG8813,CG8813,FBgn0031476,13089
CG4875,CG4875,FBgn0030801,13090
CG31536,Cdep,FBgn0051536,13091
CG3008,CG3008,FBgn0031643,13092
CG9741,Dhod,FBgn0000447,13093
CG14979,Gr63a,FBgn0035468,13094
CG13458,CG13458,FBgn0036479,13095
CG9472,CG9472,FBgn0036874,13096
CG12125,CG12125,FBgn0030037,13097
CG7080,CG7080,FBgn0038941,13098
CG11482,Mlh1,FBgn0011659,13099
CG10339,CG10339,FBgn0034972,13100
CG2113,CG2113,FBgn0035384,13101
CG9768,hkb,FBgn0001204,13102
CG15040,CG15040,FBgn0030940,13103
CG6870,CG6870,FBgn0032652,13104
CG31629,Pvf3,FBgn0031889,13105
CG7344,CG7344,FBgn0038713,13106
CG10950,CG10950,FBgn0034205,13107
Barcode Element,,,13108
CG7363,CG7363,FBgn0032269,13109
CG18734,Fur2,FBgn0004598,13110
null,-,,13111
CG4236,Caf1,FBgn0015610,13112
CG12970,CG12970,FBgn0034047,13113
CG7764,Tfb2,FBgn0036513,13114
CG31935,CG31935,FBgn0051935,13115
Barcode Element,,,13116
CG8086,CG8086,FBgn0032010,13117
CG10970,CG10970,FBgn0030078,13118
CG8065,CG8065,FBgn0036075,13119
CG7385,CG7385,FBgn0036937,13120
null,No Amplicon Gene Matches,,13121
CG2950,CG2950,FBgn0031637,13122
CG3436,CG3436,FBgn0031229,13123
Barcode Element,,,13124
CG7411,ort,FBgn0003011,13125
CG12255,CG12255,FBgn0036618,13126
CG30103,CG30103,FBgn0050103,13127
CG31122,CG31122,FBgn0051122,13128
CG4459,CG4459,FBgn0038753,13129
CG13095,CG13095,FBgn0032049,13130
CG6404,CG6404,FBgn0027615,13131
CG13868,CG13868,FBgn0034501,13132
CG11326,Tsp,FBgn0031850,13133
CG8138,CG8138,FBgn0038122,13134
CG5092,Tor,FBgn0021796,13135
CG11331,Spn27A,FBgn0028990,13136
CG6446,Sema-1b,FBgn0016059,13137
CG10494,CG10494,FBgn0034634,13138
CG1063,Itp-r83A,FBgn0010051,13139
CG10561,CG10561,FBgn0002036,13140
CG10250,nau,FBgn0002922,13141
CG12201,CG12201,FBgn0037970,13142
CG13686,lectin-21Cb,FBgn0040106,13143
CG13690,CG13690,FBgn0031252,13144
CG15880,CG15880,FBgn0031283,13145
CG33324,CG33324,FBgn0053324,13146
CG17361,CG17361,FBgn0036395,13147
CG17359,CG17359,FBgn0036396,13148
CG8733,Cyp305a1,FBgn0036910,13149
CG32201,CG32201,FBgn0052201,13150
CG11407,CG11407,FBgn0038733,13151
CG31156,CG31156,FBgn0051156,13152
CG16901,sqd,FBgn0003498,13153
CG3434,CG3434,FBgn0036000,13154
CG15889,Ravus,FBgn0038128,13155
CG1092,CG1092,FBgn0037228,13156
CG13449,CG13449,FBgn0036520,13157
CG14396,Ret,FBgn0011829,13158
CG32593,Flo-2,FBgn0024753,13159
CG4225,CG4225,FBgn0038376,13160
CG18265,CG18265,FBgn0036725,13161
CG11642,CG11642,FBgn0040340,13162
CG1275,CG1275,FBgn0035321,13163
CG3923,Exp6,FBgn0001337,13164
CG3448,CG3448,FBgn0035996,13165
CG1225,RhoGEF3,FBgn0035128,13166
CG6542,EDTP,FBgn0027506,13167
CG12303,CG12303,FBgn0036083,13168
CG10653,hk,FBgn0001202,13169
CG3972,Cyp4g1,FBgn0010019,13170
CG10663,CG10663,FBgn0036287,13171
CG3757,y,FBgn0004034,13172
CG3493,CG3493,FBgn0034854,13173
CG14509,CG14509,FBgn0039647,13174
CG13964,CG13964,FBgn0032831,13175
CG8878,CG8878,FBgn0027504,13176
CG10698,GRHRII,FBgn0036278,13177
CG18642,Bem46,FBgn0025109,13178
CG5348,CG5348,FBgn0034156,13179
CG2286,ND75,FBgn0017566,13180
CG17321,CG17321,FBgn0032719,13181
CG5835,CG5835,FBgn0038682,13182
CG14610,CG14610,FBgn0037477,13183
CG8918,CG8918,FBgn0030823,13184
CG14791,Rab27,FBgn0025382,13185
CG14920,CG14920,FBgn0032337,13186
Barcode Element,,,13187
CG11129,Yp3,FBgn0004047,13188
CG17440,CG17440,FBgn0030120,13189
CG9337,CG9337,FBgn0032898,13190
CG15317,CG15317,FBgn0030137,13191
CG8401,CG8401,FBgn0034069,13192
CG10332,CG10332,FBgn0034881,13193
CG13087,CG13087,FBgn0032045,13194
Barcode Element,,,13195
CG15576,CG15576,FBgn0029700,13196
CG2157,CG2157,FBgn0030244,13197
CG8204,CG8204,FBgn0034033,13198
CG33115,CG33115,FBgn0028542,13199
CG30457,CG30457,FBgn0050457,13200
CG8167,Ilp2,FBgn0036046,13201
CG5242,mRpL40,FBgn0037892,13202
Barcode Element,,,13203
CG3151,Rbp9,FBgn0010263,13204
CG12023,GV1,FBgn0027790,13205
CG10540,CG10540,FBgn0034577,13206
CG14568,CG14568,FBgn0037124,13207
CG13790,CG13790,FBgn0040955,13208
CG7912,CG7912,FBgn0039736,13209
CG10069,CG10069,FBgn0034611,13210
CG1402,CG1402,FBgn0029962,13211
CG10701,Moe,FBgn0011661,13212
CG31163,CG31163,FBgn0051163,13213
CG15167,CG15167,FBgn0032709,13214
CG8542,Hsc70-5,FBgn0001220,13215
CG15636,CG15636,FBgn0031613,13216
CG13193,CG13193,FBgn0033650,13217
CG11910,CG11910,FBgn0039332,13218
CG17645,Pglym87,FBgn0011270,13219
CG13723,CG13723,FBgn0036705,13220
CG7695,CG7695,FBgn0038631,13221
CG1941,CG1941,FBgn0033214,13222
CG4371,GstD7,FBgn0010043,13223
CG13263,Cyt-c-d,FBgn0000408,13224
null,-,,13225
CG1924,CG1924,FBgn0030377,13226
CG8840,CG8840,FBgn0031531,13227
CG12015,RabX6,FBgn0035155,13228
CG16792,DebB,FBgn0000426,13229
CG6813,CG6813,FBgn0037923,13230
CG13977,Cyp6a18,FBgn0039519,13231
CG33344,CcapR,FBgn0039396,13232
CG32982,CG32982,FBgn0052982,13233
CG18598,CG18598,FBgn0038589,13234
CG8989,His3.3B,FBgn0004828,13235
CG2715,Syx4,FBgn0024980,13236
CG15235,CG15235,FBgn0033103,13237
null,-,,13238
CG32626,CG32626,FBgn0052626,13239
null,No Amplicon Gene Matches,,13240
CG4247,mRpS10,FBgn0038307,13241
null,Amplicon Hits Multiple Gene Regions,,13242
CG7014,RpS5b,FBgn0038277,13243
CG4443,crl,FBgn0015374,13244
CG12959,CG12959,FBgn0034019,13245
CG32434,loner,FBgn0052434,13246
CG4822,CG4822,FBgn0031220,13247
CG31640,CG31640,FBgn0051640,13248
CG15715,CG15715,FBgn0036538,13249
CG6513,endos,FBgn0061515,13250
CG2368,psq,FBgn0004399,13251
CG3584,qkr58E-3,FBgn0022984,13252
CG17192,CG17192,FBgn0039472,13253
CG31676,CG31676,FBgn0051676,13254
CG4729,CG4729,FBgn0036623,13255
CG31052,CG31052,FBgn0051052,13256
CG12479,CG12479,FBgn0040871,13257
CG17645,Pglym87,FBgn0011270,13258
CG14495,CG14495,FBgn0034293,13259
CG2560,CG2560,FBgn0030394,13260
CG7266,Eip71CD,FBgn0000565,13261
CG1640,CG1640,FBgn0030478,13262
CG12612,CG12612,FBgn0030896,13263
CG15577,CG15577,FBgn0040904,13264
CG32486,CG32486,FBgn0052486,13265
CG3082,l(2)k09913,FBgn0021979,13266
CG31096,Lgr3,FBgn0039354,13267
CG13323,CG13323,FBgn0033788,13268
CG3707,wapl,FBgn0004655,13269
CG12250,CG12250,FBgn0039345,13270
CG13415,Cby,FBgn0067317,13271
CG13101,CG13101,FBgn0032084,13272
CG6769,CG6769,FBgn0030878,13273
CG13953,CG13953,FBgn0033416,13274
CG8850,CG8850,FBgn0033708,13275
CG1600,CG1600,FBgn0033188,13276
CG9097,bab1,FBgn0004870,13277
CG1665,CG1665,FBgn0033451,13278
CG6340,CG6340,FBgn0030648,13279
CG1489,Pros45,FBgn0020369,13280
CG7829,CG7829,FBgn0039703,13281
CG13029,CG13029,FBgn0036670,13282
CG13120,CG13120,FBgn0032142,13283
CG8338,mRpS16,FBgn0033907,13284
null,spotting_soln,null,13285
CG4027,Act5C,FBgn0000042,13286
null,spotting_soln,null,13287
null,Ambion_Spike_3,null,13288
null,Ambion_Spike_4,null,13289
null,no_primer,null,13290
T:Scer\GAL4,T:Scer\GAL4,FBgn0026021,13291
null,spotting_soln,null,13292
null,-,,13293
CG3571,CG3571,FBgn0037978,13294
CG7525,Tie,FBgn0014073,13295
CG3557,CG3557,FBgn0031423,13296
CG15214,CG15214,FBgn0035606,13297
CG12585,CG12585,FBgn0037258,13298
CG5866,CG5866,FBgn0038508,13299
CG14667,CG14667,FBgn0037317,13300
CG12594,CG12594,FBgn0037941,13301
CG16885,CG16885,FBgn0032538,13302
CG7568,CG7568,FBgn0039673,13303
CG5611,CG5611,FBgn0039531,13304
CG14218,CG14218,FBgn0031031,13305
CG7734,shn,FBgn0003396,13306
CG32705,CG32705,FBgn0052705,13307
CG6140,CG6140,FBgn0036162,13308
CG5639,CG5639,FBgn0039527,13309
CG33106,mask,FBgn0043884,13310
Barcode Element,,,13311
CG9134,CG9134,FBgn0035199,13312
CG12759,Dbp45A,FBgn0010220,13313
CG11525,CycG,FBgn0039858,13314
CG5987,CG5987,FBgn0039501,13315
CG7218,CG7218,FBgn0038569,13316
CG9735,Aats-trp,FBgn0010803,13317
CG7379,CG7379,FBgn0038546,13318
Barcode Element,,,13319
CG7538,Mcm2,FBgn0014861,13320
CG32529,CG32529,FBgn0052529,13321
CG16815,CG16815,FBgn0032491,13322
CG12971,CG12971,FBgn0037078,13323
CG6030,ATPsyn-d,FBgn0016120,13324
CG11073,CG11073,FBgn0034693,13325
CG12164,CG12164,FBgn0033158,13326
CG6279,CG6279,FBgn0036125,13327
CG1180,LysE,FBgn0004428,13328
CG13705,CG13705,FBgn0035582,13329
CG18214,trio,FBgn0024277,13330
CG2218,CG2218,FBgn0039767,13331
CG12876,CG12876,FBgn0039541,13332
CG1360,CG1360,FBgn0033195,13333
CG5026,CG5026,FBgn0035945,13334
CG9181,Ptp61F,FBgn0003138,13335
CG13925,CG13925,FBgn0035291,13336
CG31651,pgant5,FBgn0031681,13337
CG5202,escl,FBgn0032391,13338
CG6582,Aac11,FBgn0027885,13339
CG11718,CG11718,FBgn0037585,13340
CG5063,CG5063,FBgn0038327,13341
CG9120,LysX,FBgn0004431,13342
CG12116,CG12116,FBgn0030041,13343
CG9295,CG9295,FBgn0036880,13344
CG5905,Nep1,FBgn0029843,13345
CG2699,Pi3K21B,FBgn0020622,13346
CG7162,Trap220,FBgn0037109,13347
CG4322,CG4322,FBgn0025631,13348
CG17744,CG17744,FBgn0035730,13349
CG9962,CG9962,FBgn0031441,13350
CG9014,CG9014,FBgn0028847,13351
CG32611,CG32611,FBgn0052611,13352
CG6409,CG6409,FBgn0036106,13353
CG7913,PP2A-B,FBgn0042693,13354
CG3578,bi,FBgn0000179,13355
CG17336,Lcch3,FBgn0010240,13356
CG4912,eEF1&dgr;,FBgn0032198,13357
null,Amplicon Hits Multiple Gene Regions,,13358
CG14446,CG14446,FBgn0029850,13359
CG3473,CG3473,FBgn0028913,13360
null,-,,13361
CG33558,CG33558,FBgn0053558,13362
CG33514,CG33514,FBgn0053514,13363
CG12189,Rev1,FBgn0035150,13364
CG30291,CG30291,FBgn0050291,13365
CG10387,tos,FBgn0015553,13366
CG9207,CG9207,FBgn0031873,13367
CG15916,CG15916,FBgn0030704,13368
CG9214,Tob,FBgn0028397,13369
CG10396,CG10396,FBgn0033020,13370
CG13531,CG13531,FBgn0034786,13371
CG3132,Ect3,FBgn0037977,13372
CG5610,nAcR&agr;-96Aa,FBgn0000036,13373
CG5125,ninaC,FBgn0002938,13374
CG1216,CG1216,FBgn0035107,13375
CG32086,CG32086,FBgn0052086,13376
CG12052,lola,FBgn0005630,13377
CG9293,CG9293,FBgn0032516,13378
CG5886,CG5886,FBgn0039379,13379
CG14183,CG14183,FBgn0036931,13380
CG31358,CG31358,FBgn0051358,13381
CG31824,CG31824,FBgn0051824,13382
CG33275,CG33275,FBgn0035802,13383
CG12749,Hrb87F,FBgn0004237,13384
CG9868,CG9868,FBgn0034842,13385
CG30122,CG30122,FBgn0050122,13386
null,Amplicon Hits Multiple Gene Regions,,13387
CG32983,CG32983,FBgn0052983,13388
CG11037,CG11037,FBgn0037038,13389
CG31132,CG31132,FBgn0051132,13390
CG15329,CG15329,FBgn0029977,13391
CG32019,bt,FBgn0005666,13392
CG6156,CG6156,FBgn0038328,13393
CG14805,CG14805,FBgn0023514,13394
CG9369,m,FBgn0002577,13395
CG31221,CG31221,FBgn0051221,13396
CG7250,Toll-6,FBgn0036494,13397
CG7248,CG7248,FBgn0036229,13398
CG4119,CG4119,FBgn0028474,13399
CG10858,CG10858,FBgn0035458,13400
CG3874,frc,FBgn0042641,13401
CG9948,CG9948,FBgn0035721,13402
CG6143,Pep,FBgn0004401,13403
CG32648,Pde9,FBgn0052648,13404
CG11148,CG11148,FBgn0039936,13405
CG12232,G&agr;73B,FBgn0010223,13406
CG30101,CG30101,FBgn0050101,13407
CG31926,CG31926,FBgn0051926,13408
CG4434,CG4434,FBgn0039071,13409
CG17242,CG17242,FBgn0042188,13410
CG4133,CG4133,FBgn0031257,13411
CG7779,Cng,FBgn0014462,13412
CG33085,CG33085,FBgn0053085,13413
CG6012,CG6012,FBgn0032615,13414
CG11192,CG11192,FBgn0034507,13415
CG33115,CG33115,FBgn0028542,13416
CG3612,blw,FBgn0011211,13417
CG17914,yellow-b,FBgn0032601,13418
CG4462,CG4462,FBgn0038752,13419
CG31146,CG31146,FBgn0051146,13420
CG8428,spin,FBgn0004571,13421
CG6291,ApepP,FBgn0026150,13422
CG1132,fd64A,FBgn0004895,13423
CG15106,Jheh3,FBgn0034406,13424
CG9155,Myo61F,FBgn0010246,13425
CG7986,CG7986,FBgn0035850,13426
CG11207,feo,FBgn0030241,13427
CG11210,CG11210,FBgn0033259,13428
CG18250,Dg,FBgn0034072,13429
CG1009,Psa,FBgn0035226,13430
CG10105,CG10105,FBgn0033935,13431
Barcode Element,,,13432
CG30456,CG30456,FBgn0050456,13433
CG6296,CG6296,FBgn0039470,13434
CG1210,Pk61C,FBgn0020386,13435
CG13792,CG13792,FBgn0031927,13436
CG16747,Oda,FBgn0014184,13437
CG16954,CG16954,FBgn0032525,13438
CG10415,TfIIE&agr;,FBgn0015828,13439
Barcode Element,,,13440
CG9425,CG9425,FBgn0036451,13441
CG31534,CG31534,FBgn0051534,13442
CG3323,CG3323,FBgn0029750,13443
null,Amplicon Hits Multiple Gene Regions,,13444
CG3356,CG3356,FBgn0034989,13445
CG10174,Ntf-2r,FBgn0032680,13446
CG17153,CG17153,FBgn0036248,13447
CG10178,CG10178,FBgn0032684,13448
CG10473,CG10473,FBgn0032745,13449
CG31160,CG31160,FBgn0051160,13450
CG12002,Pxn,FBgn0011828,13451
CG11163,CG11163,FBgn0025693,13452
CG2221,l(1)G0289,FBgn0028331,13453
CG4616,CG4616,FBgn0033806,13454
CG7826,mnb,FBgn0002777,13455
CG11068,CG11068,FBgn0030536,13456
null,Amplicon Hits Multiple Gene Regions,,13457
CG7962,CdsA,FBgn0010350,13458
CG2005,Ptp99A,FBgn0004369,13459
CG5231,Las,FBgn0029158,13460
CG13626,Syx18,FBgn0039212,13461
CG8234,CG8234,FBgn0033644,13462
CG9115,myotubularin,FBgn0025742,13463
CG5139,CG5139,FBgn0031323,13464
CG32479,CG32479,FBgn0052479,13465
CG7889,CG7889,FBgn0031003,13466
CG32372,CG32372,FBgn0052372,13467
CG1864,Hr38,FBgn0014859,13468
CG3715,Shc,FBgn0015296,13469
CG8321,CG8321,FBgn0033677,13470
null,Amplicon Hits Multiple Gene Regions,,13471
CG1884,CG1884,FBgn0033424,13472
CG1891,sax,FBgn0003317,13473
CG13882,CG13882,FBgn0035126,13474
CG12018,CG12018,FBgn0027903,13475
null,-,,13476
CG8811,muskelin,FBgn0033757,13477
CG16894,CG16894,FBgn0034483,13478
CG8057,CG8057,FBgn0033383,13479
CG5756,CG5756,FBgn0034301,13480
CG16757,Spn,FBgn0010905,13481
CG5549,CG5549,FBgn0034911,13482
CG7978,Ac76E,FBgn0004852,13483
CG3359,mfas,FBgn0024211,13484
CG5781,CG5781,FBgn0032448,13485
CG13916,CG13916,FBgn0035220,13486
CG13927,GC,FBgn0035245,13487
null,Amplicon Hits Multiple Gene Regions,,13488
CG8861,CG8861,FBgn0037676,13489
CG17390,CG17390,FBgn0033939,13490
CG31178,CG31178,FBgn0064912,13491
CG5518,sda,FBgn0015541,13492
CG2507,sas,FBgn0002306,13493
CG8910,CG8910,FBgn0025833,13494
CG5272,gnu,FBgn0001120,13495
CG9169,FucTD,FBgn0035217,13496
CG8252,CG8252,FBgn0033344,13497
CG8258,CG8258,FBgn0033342,13498
CG2104,CG2104,FBgn0037365,13499
CG17461,Kif3C,FBgn0039925,13500
CG4045,CG4045,FBgn0025629,13501
CG1587,Crk,FBgn0024811,13502
CG14234,CG14234,FBgn0031065,13503
CG14248,CG14248,FBgn0039445,13504
null,-,,13505
CG32694,CG32694,FBgn0052694,13506
CG33080,CG33080,FBgn0053080,13507
CG18377,Cyp49a1,FBgn0033524,13508
CG4520,CG4520,FBgn0038355,13509
CG2973,CG2973,FBgn0031467,13510
Barcode Element,,,13511
CG32514,CG32514,FBgn0052514,13512
CG11136,CG11136,FBgn0034540,13513
CG12974,CG12974,FBgn0037065,13514
CG15442,RpL27A,FBgn0010410,13515
CG12070,Sap-r,FBgn0000416,13516
CG7915,Ect4,FBgn0035835,13517
CG6349,DNApol-&agr;180,FBgn0004493,13518
Barcode Element,,,13519
CG14369,CG14369,FBgn0038159,13520
CG14307,fru,FBgn0004652,13521
CG13314,CG13314,FBgn0035949,13522
CG10460,cer,FBgn0034443,13523
CG30488,CG30488,FBgn0050488,13524
CG6931,CG6931,FBgn0036236,13525
CG17738,CG17738,FBgn0038009,13526
CG14259,CG14259,FBgn0039483,13527
null,Amplicon Hits Multiple Gene Regions,,13528
CG5460,H,FBgn0001169,13529
CG12263,CG12263,FBgn0034346,13530
CG3422,Pros28.1,FBgn0004066,13531
CG6514,TpnC25D,FBgn0031692,13532
CG13070,CG13070,FBgn0036586,13533
CG6709,CG6709,FBgn0036056,13534
CG6571,rdgC,FBgn0004366,13535
CG15344,CG15344,FBgn0030032,13536
CG32096,rols,FBgn0041096,13537
CG17272,CG17272,FBgn0038830,13538
CG11181,cup,FBgn0000392,13539
CG10672,CG10672,FBgn0035588,13540
CG17349,CG17349,FBgn0032771,13541
CG12849,CG12849,FBgn0035068,13542
CG7777,CG7777,FBgn0033635,13543
null,Amplicon Hits Multiple Gene Regions,,13544
CG3195,,FBgn0002611,13545
CG4332,CG4332,FBgn0030456,13546
CG8268,CG8268,FBgn0035827,13547
null,-,,13548
CG33179,beat-IIIb,FBgn0053179,13549
CG15138,beat-IIIc,FBgn0032629,13550
CG17934,Mst84Db,FBgn0004173,13551
CG17566,&ggr;Tub37C,FBgn0010097,13552
CG13548,CG13548,FBgn0034832,13553
CG14080,Mkp3,FBgn0036844,13554
CG5625,CG5625,FBgn0034708,13555
null,Amplicon Hits Multiple Gene Regions,,13556
CG32704,CG32704,FBgn0052704,13557
CG12667,CG12667,FBgn0030124,13558
CG31774,fred,FBgn0051774,13559
CG12677,CG12677,FBgn0040706,13560
CG14363,CG14363,FBgn0038185,13561
CG4438,CG4438,FBgn0032115,13562
CG31663,CG31663,FBgn0051663,13563
CG17870,14-3-3&zgr;,FBgn0004907,13564
null,No Amplicon Gene Matches,,13565
CG31005,CG31005,FBgn0051005,13566
CG9812,CG9812,FBgn0034860,13567
null,No Amplicon Gene Matches,,13568
CG16837,CG16837,FBgn0035009,13569
CG2859,Taf10,FBgn0028398,13570
CG32354,CG32354,FBgn0052354,13571
CG11579,arm,FBgn0000117,13572
CG9163,mmd,FBgn0041109,13573
CG17343,CG17343,FBgn0032751,13574
CG1263,RpL8,FBgn0024939,13575
CG3717,bcn92,FBgn0013432,13576
CG33203,CG33203,FBgn0053203,13577
CG14394,CG14394,FBgn0038079,13578
CG13999,CG13999,FBgn0031753,13579
CG18473,CG18473,FBgn0037683,13580
CG1982,Sodh-1,FBgn0024289,13581
CG15256,CG15256,FBgn0028880,13582
CG31795,ia2,FBgn0031294,13583
CG15719,CG15719,FBgn0030440,13584
CG14330,CG14330,FBgn0038512,13585
CG13998,CG13998,FBgn0040949,13586
null,No Amplicon Gene Matches,,13587
CG9992,CG9992,FBgn0030744,13588
CG14380,CG14380,FBgn0038124,13589
null,No Amplicon Gene Matches,,13590
CG14802,CG14802,FBgn0026873,13591
null,-,,13592
CG13376,CG13376,FBgn0029518,13593
CG32597,l(1)G0469,FBgn0040153,13594
CG31062,side,FBgn0016061,13595
CG5940,CycA,FBgn0000404,13596
CG7359,CG7359,FBgn0025617,13597
CG6303,Bruce,FBgn0037808,13598
CG13627,CG13627,FBgn0039217,13599
CG3104,CG3104,FBgn0031473,13600
CG7069,CG7069,FBgn0038952,13601
CG8072,CG8072,FBgn0036070,13602
CG2989,CG2989,FBgn0030171,13603
CG33141,sns,FBgn0024189,13604
CG11354,Lim1,FBgn0026411,13605
CG4959,CG4959,FBgn0028883,13606
CG11211,CG11211,FBgn0033067,13607
CG32940,Pif1,FBgn0052940,13608
null,spotting_soln,null,13609
CG4027,Act5C,FBgn0000042,13610
null,spotting_soln,null,13611
null,Ambion_Spike_5,null,13612
null,Ambion_Spike_6,null,13613
Scer\FLP1,Scer\FLP1,FBgn0014444,13614
T:Ecol\lacZ,T:Ecol\lacZ,FBgn0015311,13615
null,spotting_soln,null,13616
CG14619,CG14619,FBgn0031187,13617
CG14621,CG14621,FBgn0031183,13618
CG14074,CG14074,FBgn0036818,13619
CG30181,CG30181,FBgn0050181,13620
CG14089,CG14089,FBgn0036861,13621
CG5580,sbb,FBgn0010575,13622
CG11678,Actr13E,FBgn0011741,13623
CG8553,SelD,FBgn0020615,13624
CG14616,l(1)G0196,FBgn0027279,13625
CG8611,CG8611,FBgn0027602,13626
CG2140,Cyt-b5,FBgn0033189,13627
CG12045,CG12045,FBgn0039805,13628
CG33182,CG33182,FBgn0053182,13629
CG7499,Rh50,FBgn0028699,13630
CG6114,CG6114,FBgn0036544,13631
CG32104,CG32104,FBgn0052104,13632
CG9649,CG9649,FBgn0038211,13633
CG2711,dwg,FBgn0000520,13634
CG7497,CG7497,FBgn0036742,13635
CG2411,ptc,FBgn0003892,13636
CG30007,CG30007,FBgn0050007,13637
CG9005,CG9005,FBgn0033638,13638
CG33528,CG33528,FBgn0053528,13639
CG4354,slbo,FBgn0005638,13640
CG11491,br,FBgn0000210,13641
CG33143,CG33143,FBgn0053143,13642
CG11821,Cyp12a5,FBgn0038680,13643
CG14893,CG14893,FBgn0038451,13644
CG6282,CG6282,FBgn0035914,13645
CG31371,CG31371,FBgn0051371,13646
CG9726,PH4&agr;MP,FBgn0026190,13647
CG9790,CG9790,FBgn0037613,13648
CG7562,Trf,FBgn0010287,13649
CG10384,CG10384,FBgn0034731,13650
CG4675,Ndae1,FBgn0031899,13651
CG11162,CG11162,FBgn0030509,13652
CG30176,wibg,FBgn0034918,13653
CG11658,CG11658,FBgn0036196,13654
CG11898,CG11898,FBgn0039645,13655
CG13620,CG13620,FBgn0039211,13656
CG4229,CG4229,FBgn0036639,13657
CG4780,CG4780,FBgn0035602,13658
CG10296,CG10296,FBgn0037436,13659
